ip,timestamp,req_count,auth_fail_count,rapid_req_count,large_payload_count,xss_hits,sqli_hits,get_requests,avg_response_time,label
::1,2026-01-06 09:19:40+00:00,4,3,0,2,0,4,0,0.75,sql_injection
::1,2026-01-06 09:19:50+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:20:00+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:20:10+00:00,3,3,0,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:20:20+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:20:30+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:20:40+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:20:50+00:00,3,3,0,1,1,3,0,0.3333333333333333,xss
::1,2026-01-06 09:21:00+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:21:10+00:00,2,0,0,0,0,2,0,1.0,brute_force
::1,2026-01-06 09:21:20+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:21:30+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:21:40+00:00,3,1,0,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:21:50+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:22:00+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:22:10+00:00,3,0,0,0,0,3,0,0.3333333333333333,brute_force
::1,2026-01-06 09:22:20+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-06 09:22:30+00:00,3,2,0,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:22:40+00:00,3,2,0,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:22:50+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:23:00+00:00,2,2,0,1,1,2,0,0.0,xss
::1,2026-01-06 09:23:10+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:23:20+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:23:30+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:23:40+00:00,2,2,0,2,1,2,0,0.0,xss
::1,2026-01-06 09:23:50+00:00,3,1,0,1,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:24:00+00:00,2,2,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:24:10+00:00,2,2,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:24:20+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:24:30+00:00,2,1,0,1,0,2,0,1.0,sql_injection
::1,2026-01-06 09:24:40+00:00,2,2,0,1,0,2,0,0.0,sql_injection
::1,2026-01-06 09:24:50+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:25:00+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:25:10+00:00,2,1,0,1,0,2,0,0.5,sql_injection
::1,2026-01-06 09:25:20+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:25:30+00:00,2,2,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:25:40+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:25:50+00:00,2,2,0,2,1,2,0,0.5,xss
::1,2026-01-06 09:26:00+00:00,2,1,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:26:10+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:26:20+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:26:30+00:00,3,2,0,1,1,3,0,0.6666666666666666,xss
::1,2026-01-06 09:26:40+00:00,2,1,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:26:50+00:00,3,1,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:27:00+00:00,3,1,0,1,1,3,0,0.6666666666666666,xss
::1,2026-01-06 09:27:10+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:27:20+00:00,3,3,0,3,3,3,0,0.6666666666666666,xss
::1,2026-01-06 09:27:30+00:00,3,2,0,1,1,3,0,0.3333333333333333,xss
::1,2026-01-06 09:27:40+00:00,2,2,0,2,2,2,0,0.0,xss
::1,2026-01-06 09:27:50+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:28:00+00:00,3,3,0,2,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:28:10+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:28:20+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:28:30+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:28:40+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:28:50+00:00,3,3,0,1,1,3,0,0.6666666666666666,xss
::1,2026-01-06 09:29:00+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:29:10+00:00,3,1,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:29:20+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:29:30+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:29:40+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:29:50+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:30:00+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:30:10+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:30:20+00:00,4,3,0,2,2,4,0,0.75,xss
::1,2026-01-06 09:30:30+00:00,3,0,0,0,0,3,0,0.3333333333333333,brute_force
::1,2026-01-06 09:30:40+00:00,3,1,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:30:50+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:31:00+00:00,3,2,0,2,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:31:10+00:00,3,1,0,1,1,3,0,1.0,xss
::1,2026-01-06 09:31:20+00:00,2,2,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:31:30+00:00,2,1,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:31:40+00:00,3,2,0,2,2,3,0,0.3333333333333333,xss
::1,2026-01-06 09:31:50+00:00,3,2,0,1,1,3,0,1.0,xss
::1,2026-01-06 09:32:00+00:00,2,2,0,2,1,2,0,0.0,xss
::1,2026-01-06 09:32:10+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:32:20+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:32:30+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:32:40+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:32:50+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:33:00+00:00,2,1,0,1,0,2,0,0.0,sql_injection
::1,2026-01-06 09:33:10+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:33:20+00:00,5,1,0,0,0,5,0,0.4,sql_injection
::1,2026-01-06 09:33:30+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:33:50+00:00,2,1,0,1,1,2,0,1.0,xss
::1,2026-01-06 09:34:00+00:00,3,2,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:34:10+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:34:20+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:34:30+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:34:40+00:00,3,2,0,1,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:34:50+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:35:00+00:00,2,1,0,1,0,2,0,0.0,sql_injection
::1,2026-01-06 09:35:10+00:00,2,2,0,1,0,2,0,1.0,sql_injection
::1,2026-01-06 09:35:20+00:00,2,2,0,1,1,2,0,1.0,xss
::1,2026-01-06 09:35:30+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:35:40+00:00,3,1,0,1,1,3,0,0.6666666666666666,xss
::1,2026-01-06 09:35:50+00:00,2,2,0,2,1,2,0,1.0,xss
::1,2026-01-06 09:36:00+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:36:10+00:00,2,1,0,1,1,2,0,0.0,xss
::1,2026-01-06 09:36:20+00:00,2,2,0,2,1,2,0,0.0,xss
::1,2026-01-06 09:36:30+00:00,1,0,0,0,0,1,0,0.0,brute_force
::1,2026-01-06 09:36:40+00:00,3,0,0,0,0,3,0,0.6666666666666666,brute_force
::1,2026-01-06 09:36:50+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:37:00+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-06 09:37:10+00:00,3,1,0,1,1,3,0,0.6666666666666666,xss
::1,2026-01-06 09:37:20+00:00,2,1,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:37:30+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:37:40+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:37:50+00:00,2,1,0,1,1,2,0,1.0,xss
::1,2026-01-06 09:38:00+00:00,3,3,0,2,1,3,0,0.6666666666666666,xss
::1,2026-01-06 09:38:10+00:00,1,0,0,0,0,1,0,0.0,brute_force
::1,2026-01-06 09:38:20+00:00,3,2,0,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:38:30+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:38:40+00:00,2,1,0,1,0,2,0,0.5,sql_injection
::1,2026-01-06 09:38:50+00:00,2,2,0,2,2,2,0,0.0,xss
::1,2026-01-06 09:39:00+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:39:10+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::1,2026-01-06 09:39:20+00:00,3,1,0,1,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:39:30+00:00,1,1,0,1,0,1,0,1.0,sql_injection
::1,2026-01-06 09:39:40+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:39:50+00:00,1,0,0,0,0,1,0,0.0,brute_force
::1,2026-01-06 09:40:00+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:40:10+00:00,3,1,0,1,1,3,0,1.0,xss
::1,2026-01-06 09:40:20+00:00,5,2,0,2,2,5,0,0.6,xss
::1,2026-01-06 09:40:30+00:00,1,0,0,0,0,1,0,0.0,brute_force
::1,2026-01-06 09:40:40+00:00,2,1,0,1,1,2,0,0.0,xss
::1,2026-01-06 09:40:50+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:41:00+00:00,3,3,0,2,1,3,0,0.6666666666666666,xss
::1,2026-01-06 09:41:10+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:41:20+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:41:30+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:41:40+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:41:50+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:42:00+00:00,3,1,0,1,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:42:10+00:00,2,1,0,0,0,2,0,0.0,sql_injection
::1,2026-01-06 09:42:20+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:42:30+00:00,3,3,0,1,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:42:40+00:00,3,2,0,1,1,3,0,0.0,xss
::1,2026-01-06 09:42:50+00:00,3,2,0,2,1,3,0,0.0,xss
::1,2026-01-06 09:43:00+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:43:10+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:43:20+00:00,2,2,0,2,2,2,0,1.0,xss
::1,2026-01-06 09:43:30+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:43:40+00:00,3,1,0,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:43:50+00:00,1,1,0,0,0,1,0,0.0,sql_injection
::1,2026-01-06 09:44:00+00:00,3,1,0,0,0,3,0,0.0,sql_injection
::1,2026-01-06 09:44:10+00:00,3,1,0,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:44:20+00:00,2,1,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:44:30+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:44:40+00:00,2,1,0,1,0,2,0,0.0,sql_injection
::1,2026-01-06 09:44:50+00:00,2,1,0,1,1,2,0,1.0,xss
::1,2026-01-06 09:45:00+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:45:10+00:00,1,1,0,1,1,1,0,1.0,xss
::1,2026-01-06 09:45:20+00:00,2,1,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:45:30+00:00,3,1,0,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:45:50+00:00,3,1,0,0,0,3,0,1.0,sql_injection
::1,2026-01-06 09:46:00+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:46:10+00:00,2,0,0,0,0,2,0,1.0,brute_force
::1,2026-01-06 09:46:20+00:00,3,3,0,3,3,3,0,0.6666666666666666,xss
::1,2026-01-06 09:46:30+00:00,2,1,0,1,1,2,0,0.0,xss
::1,2026-01-06 09:46:40+00:00,2,2,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:46:50+00:00,2,1,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:47:00+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:47:10+00:00,3,1,0,0,0,3,0,0.0,sql_injection
::1,2026-01-06 09:47:20+00:00,3,1,0,0,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:47:30+00:00,2,2,0,1,1,2,0,1.0,xss
::1,2026-01-06 09:47:40+00:00,2,1,0,1,0,2,0,0.0,sql_injection
::1,2026-01-06 09:47:50+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:48:00+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:48:10+00:00,3,0,0,0,0,3,0,0.6666666666666666,brute_force
::1,2026-01-06 09:48:20+00:00,2,1,0,1,1,2,0,1.0,xss
::1,2026-01-06 09:48:30+00:00,3,1,0,1,0,3,0,0.0,sql_injection
::1,2026-01-06 09:48:40+00:00,2,0,0,0,0,2,0,1.0,brute_force
::1,2026-01-06 09:48:50+00:00,3,2,0,2,2,3,0,0.6666666666666666,xss
::1,2026-01-06 09:49:00+00:00,2,1,0,1,0,2,0,0.5,sql_injection
::1,2026-01-06 09:49:10+00:00,3,2,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:49:20+00:00,2,2,0,2,2,2,0,0.0,xss
::1,2026-01-06 09:49:30+00:00,1,1,0,1,1,1,0,0.0,xss
::1,2026-01-06 09:49:40+00:00,3,2,0,2,1,3,0,0.3333333333333333,xss
::1,2026-01-06 09:49:50+00:00,2,1,0,0,0,2,0,0.5,sql_injection
::1,2026-01-06 09:50:00+00:00,2,0,0,0,0,2,0,0.0,brute_force
::1,2026-01-06 09:50:10+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:50:20+00:00,2,2,0,0,0,2,0,1.0,sql_injection
::1,2026-01-06 09:50:30+00:00,4,2,0,1,0,4,0,0.5,sql_injection
::1,2026-01-06 09:50:40+00:00,3,1,0,1,0,3,0,0.3333333333333333,sql_injection
::1,2026-01-06 09:50:50+00:00,3,1,0,1,1,3,0,0.3333333333333333,xss
::1,2026-01-06 09:51:00+00:00,1,0,0,0,0,1,0,1.0,brute_force
::1,2026-01-06 09:51:10+00:00,2,1,0,1,0,2,0,0.5,sql_injection
::1,2026-01-06 09:51:20+00:00,1,0,0,0,0,1,0,0.0,brute_force
::1,2026-01-06 09:51:30+00:00,2,1,0,1,1,2,0,0.5,xss
::1,2026-01-06 09:51:40+00:00,3,1,0,0,0,3,0,0.6666666666666666,sql_injection
::1,2026-01-06 09:51:50+00:00,2,0,0,0,0,2,0,0.5,brute_force
::1,2026-01-06 09:52:00+00:00,1,1,0,1,0,1,0,0.0,sql_injection
::1,2026-01-06 09:52:10+00:00,3,2,0,1,1,3,0,0.0,xss
::1,2026-01-06 09:52:20+00:00,3,0,0,0,0,3,0,0.6666666666666666,brute_force
::1,2026-01-06 09:52:30+00:00,1,1,0,1,1,1,0,0.0,xss
::1,2026-01-06 09:52:40+00:00,3,3,0,2,2,3,0,0.3333333333333333,xss
::1,2026-01-06 09:52:50+00:00,3,0,0,0,0,3,0,0.0,brute_force
::1,2026-01-06 09:53:00+00:00,1,1,0,0,0,1,0,1.0,sql_injection
::ffff:127.0.0.1,2025-12-30 11:19:10+00:00,1,0,0,0,0,1,1,2.0,recon
::ffff:127.0.0.1,2025-12-30 11:20:00+00:00,1,0,0,0,0,1,1,1.0,recon
::ffff:127.0.0.1,2025-12-31 05:45:40+00:00,1,0,0,0,0,1,1,7.0,recon
::ffff:127.0.0.1,2025-12-31 06:13:00+00:00,1,0,0,0,0,1,1,1.0,recon
::ffff:127.0.0.1,2026-01-01 08:09:30+00:00,1425,0,1424,0,0,1425,1416,0.22035087719298246,recon
::ffff:127.0.0.1,2026-01-01 08:09:40+00:00,6408,0,6408,0,0,6408,6360,0.1772784019975031,recon
